Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","192","Cuba","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.579","E","Estimated value"
"ET","Temperature change on land","196","Cyprus","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.12","E","Estimated value"
"ET","Temperature change on land","196","Cyprus","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.425","E","Estimated value"
"ET","Temperature change on land","196","Cyprus","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.552","E","Estimated value"
"ET","Temperature change on land","196","Cyprus","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.852","E","Estimated value"
"ET","Temperature change on land","196","Cyprus","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.068","E","Estimated value"
"ET","Temperature change on land","196","Cyprus","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.75","E","Estimated value"
"ET","Temperature change on land","196","Cyprus","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.352","E","Estimated value"
"ET","Temperature change on land","203","Czechia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.655","E","Estimated value"
"ET","Temperature change on land","203","Czechia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.544","E","Estimated value"
"ET","Temperature change on land","203","Czechia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.346","E","Estimated value"
"ET","Temperature change on land","203","Czechia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.305","E","Estimated value"
"ET","Temperature change on land","203","Czechia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.381","E","Estimated value"
"ET","Temperature change on land","203","Czechia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.536","E","Estimated value"
"ET","Temperature change on land","203","Czechia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3.404","E","Estimated value"
"ET","Temperature change on land","408","Democratic People's Republic of Korea","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.086","E","Estimated value"
"ET","Temperature change on land","408","Democratic People's Republic of Korea","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.05","E","Estimated value"
"ET","Temperature change on land","408","Democratic People's Republic of Korea","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.082","E","Estimated value"
"ET","Temperature change on land","408","Democratic People's Republic of Korea","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.067","E","Estimated value"
"ET","Temperature change on land","408","Democratic People's Republic of Korea","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.804","E","Estimated value"
"ET","Temperature change on land","408","Democratic People's Republic of Korea","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.212","E","Estimated value"
"ET","Temperature change on land","408","Democratic People's Republic of Korea","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.794","E","Estimated value"
"ET","Temperature change on land","180","Democratic Republic of the Congo","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.206","E","Estimated value"
"ET","Temperature change on land","180","Democratic Republic of the Congo","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.319","E","Estimated value"
"ET","Temperature change on land","180","Democratic Republic of the Congo","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.409","E","Estimated value"
"ET","Temperature change on land","180","Democratic Republic of the Congo","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.35","E","Estimated value"
"ET","Temperature change on land","180","Democratic Republic of the Congo","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.241","E","Estimated value"
"ET","Temperature change on land","180","Democratic Republic of the Congo","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.321","E","Estimated value"
"ET","Temperature change on land","180","Democratic Republic of the Congo","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.437","E","Estimated value"
"ET","Temperature change on land","208","Denmark","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.107","E","Estimated value"
"ET","Temperature change on land","208","Denmark","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.178","E","Estimated value"
"ET","Temperature change on land","208","Denmark","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.636","E","Estimated value"
"ET","Temperature change on land","208","Denmark","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.687","E","Estimated value"
"ET","Temperature change on land","208","Denmark","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.231","E","Estimated value"
"ET","Temperature change on land","208","Denmark","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.876","E","Estimated value"
"ET","Temperature change on land","208","Denmark","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.344","E","Estimated value"
"ET","Temperature change on land","262","Djibouti","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.887","E","Estimated value"
"ET","Temperature change on land","262","Djibouti","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.917","E","Estimated value"
"ET","Temperature change on land","262","Djibouti","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.005","E","Estimated value"
"ET","Temperature change on land","262","Djibouti","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.647","E","Estimated value"
"ET","Temperature change on land","262","Djibouti","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.1","E","Estimated value"
"ET","Temperature change on land","262","Djibouti","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.366","E","Estimated value"
"ET","Temperature change on land","262","Djibouti","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.603","E","Estimated value"
"ET","Temperature change on land","212","Dominica","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.633","E","Estimated value"
"ET","Temperature change on land","212","Dominica","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.787","E","Estimated value"
"ET","Temperature change on land","212","Dominica","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.076","E","Estimated value"
"ET","Temperature change on land","212","Dominica","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.789","E","Estimated value"
"ET","Temperature change on land","212","Dominica","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.742","E","Estimated value"
"ET","Temperature change on land","212","Dominica","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.978","E","Estimated value"
"ET","Temperature change on land","212","Dominica","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.613","E","Estimated value"
"ET","Temperature change on land","214","Dominican Republic","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.874","E","Estimated value"
"ET","Temperature change on land","214","Dominican Republic","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.959","E","Estimated value"
"ET","Temperature change on land","214","Dominican Republic","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.398","E","Estimated value"
"ET","Temperature change on land","214","Dominican Republic","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.956","E","Estimated value"
"ET","Temperature change on land","214","Dominican Republic","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.893","E","Estimated value"
"ET","Temperature change on land","214","Dominican Republic","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.276","E","Estimated value"
"ET","Temperature change on land","214","Dominican Republic","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.382","E","Estimated value"
"ET","Temperature change on land","218","Ecuador","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.112","E","Estimated value"
"ET","Temperature change on land","218","Ecuador","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.454","E","Estimated value"
"ET","Temperature change on land","218","Ecuador","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.561","E","Estimated value"
"ET","Temperature change on land","218","Ecuador","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.002","E","Estimated value"
"ET","Temperature change on land","218","Ecuador","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.727","E","Estimated value"
"ET","Temperature change on land","218","Ecuador","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.094","E","Estimated value"
"ET","Temperature change on land","218","Ecuador","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.988","E","Estimated value"
"ET","Temperature change on land","818","Egypt","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.057","E","Estimated value"
"ET","Temperature change on land","818","Egypt","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.992","E","Estimated value"
"ET","Temperature change on land","818","Egypt","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1","E","Estimated value"
"ET","Temperature change on land","818","Egypt","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.688","E","Estimated value"
"ET","Temperature change on land","818","Egypt","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.613","E","Estimated value"
"ET","Temperature change on land","818","Egypt","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.868","E","Estimated value"
"ET","Temperature change on land","818","Egypt","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.013","E","Estimated value"
"ET","Temperature change on land","222","El Salvador","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.733","E","Estimated value"
"ET","Temperature change on land","222","El Salvador","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.949","E","Estimated value"
"ET","Temperature change on land","222","El Salvador","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.419","E","Estimated value"
"ET","Temperature change on land","222","El Salvador","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.018","E","Estimated value"
"ET","Temperature change on land","222","El Salvador","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.742","E","Estimated value"
"ET","Temperature change on land","222","El Salvador","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.444","E","Estimated value"
"ET","Temperature change on land","222","El Salvador","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.554","E","Estimated value"
"ET","Temperature change on land","226","Equatorial Guinea","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.587","E","Estimated value"
"ET","Temperature change on land","226","Equatorial Guinea","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.361","E","Estimated value"
"ET","Temperature change on land","226","Equatorial Guinea","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.276","E","Estimated value"
"ET","Temperature change on land","226","Equatorial Guinea","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.994","E","Estimated value"
"ET","Temperature change on land","226","Equatorial Guinea","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.01","E","Estimated value"
"ET","Temperature change on land","226","Equatorial Guinea","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.025","E","Estimated value"
"ET","Temperature change on land","226","Equatorial Guinea","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.465","E","Estimated value"
"ET","Temperature change on land","232","Eritrea","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.946","E","Estimated value"
"ET","Temperature change on land","232","Eritrea","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.753","E","Estimated value"
"ET","Temperature change on land","232","Eritrea","7271","Temperature change","7020","Meteorological year","2020","2020","°C","","O","Missing value"
"ET","Temperature change on land","232","Eritrea","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.242","E","Estimated value"
"ET","Temperature change on land","232","Eritrea","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.295","E","Estimated value"
"ET","Temperature change on land","232","Eritrea","7271","Temperature change","7020","Meteorological year","2023","2023","°C","","O","Missing value"
"ET","Temperature change on land","232","Eritrea","7271","Temperature change","7020","Meteorological year","2024","2024","°C","","O","Missing value"
"ET","Temperature change on land","233","Estonia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.392","E","Estimated value"
"ET","Temperature change on land","233","Estonia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.195","E","Estimated value"
"ET","Temperature change on land","233","Estonia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","3.599","E","Estimated value"
"ET","Temperature change on land","233","Estonia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.135","E","Estimated value"
"ET","Temperature change on land","233","Estonia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.962","E","Estimated value"
"ET","Temperature change on land","233","Estonia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.178","E","Estimated value"
"ET","Temperature change on land","233","Estonia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.768","E","Estimated value"
"ET","Temperature change on land","748","Eswatini","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.743","E","Estimated value"
"ET","Temperature change on land","748","Eswatini","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.491","E","Estimated value"
"ET","Temperature change on land","748","Eswatini","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.252","E","Estimated value"
"ET","Temperature change on land","748","Eswatini","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.566","E","Estimated value"
"ET","Temperature change on land","748","Eswatini","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.022","E","Estimated value"
"ET","Temperature change on land","748","Eswatini","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.764","E","Estimated value"
"ET","Temperature change on land","748","Eswatini","7271","Temperature change","7020","Meteorological year","2024","2024","°C","0.935","E","Estimated value"
"ET","Temperature change on land","231","Ethiopia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.48","E","Estimated value"
"ET","Temperature change on land","231","Ethiopia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.821","E","Estimated value"
"ET","Temperature change on land","231","Ethiopia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.785","E","Estimated value"
"ET","Temperature change on land","231","Ethiopia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.881","E","Estimated value"
"ET","Temperature change on land","231","Ethiopia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.848","E","Estimated value"
"ET","Temperature change on land","231","Ethiopia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.848","E","Estimated value"
"ET","Temperature change on land","231","Ethiopia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.592","E","Estimated value"
"ET","Temperature change on land","238","Falkland Islands (Malvinas)","7271","Temperature change","7020","Meteorological year","2018","2018","°C","","O","Missing value"
"ET","Temperature change on land","238","Falkland Islands (Malvinas)","7271","Temperature change","7020","Meteorological year","2019","2019","°C","","O","Missing value"
"ET","Temperature change on land","238","Falkland Islands (Malvinas)","7271","Temperature change","7020","Meteorological year","2020","2020","°C","","O","Missing value"
"ET","Temperature change on land","238","Falkland Islands (Malvinas)","7271","Temperature change","7020","Meteorological year","2021","2021","°C","","O","Missing value"
"ET","Temperature change on land","238","Falkland Islands (Malvinas)","7271","Temperature change","7020","Meteorological year","2022","2022","°C","","O","Missing value"
"ET","Temperature change on land","238","Falkland Islands (Malvinas)","7271","Temperature change","7020","Meteorological year","2023","2023","°C","","O","Missing value"
"ET","Temperature change on land","238","Falkland Islands (Malvinas)","7271","Temperature change","7020","Meteorological year","2024","2024","°C","","O","Missing value"
"ET","Temperature change on land","234","Faroe Islands","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.923","E","Estimated value"
"ET","Temperature change on land","234","Faroe Islands","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.964","E","Estimated value"
"ET","Temperature change on land","234","Faroe Islands","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.934","E","Estimated value"
"ET","Temperature change on land","234","Faroe Islands","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.071","E","Estimated value"
"ET","Temperature change on land","234","Faroe Islands","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.324","E","Estimated value"
"ET","Temperature change on land","234","Faroe Islands","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.78","E","Estimated value"
"ET","Temperature change on land","234","Faroe Islands","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.107","E","Estimated value"
"ET","Temperature change on land","242","Fiji","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.039","E","Estimated value"
"ET","Temperature change on land","242","Fiji","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.216","E","Estimated value"
"ET","Temperature change on land","242","Fiji","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.345","E","Estimated value"
"ET","Temperature change on land","242","Fiji","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.113","E","Estimated value"
"ET","Temperature change on land","242","Fiji","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.3","E","Estimated value"
"ET","Temperature change on land","242","Fiji","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.997","E","Estimated value"
"ET","Temperature change on land","242","Fiji","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.286","E","Estimated value"
"ET","Temperature change on land","246","Finland","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.161","E","Estimated value"
"ET","Temperature change on land","246","Finland","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.451","E","Estimated value"
"ET","Temperature change on land","246","Finland","7271","Temperature change","7020","Meteorological year","2020","2020","°C","3.319","E","Estimated value"
"ET","Temperature change on land","246","Finland","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.941","E","Estimated value"
"ET","Temperature change on land","246","Finland","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.055","E","Estimated value"
"ET","Temperature change on land","246","Finland","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.884","E","Estimated value"
"ET","Temperature change on land","246","Finland","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.267","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.99","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.952","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.481","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.27","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.869","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.587","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.389","E","Estimated value"
"ET","Temperature change on land","254","French Guiana","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.332","E","Estimated value"
"ET","Temperature change on land","254","French Guiana","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.648","E","Estimated value"
"ET","Temperature change on land","254","French Guiana","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.755","E","Estimated value"
"ET","Temperature change on land","254","French Guiana","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.448","E","Estimated value"
"ET","Temperature change on land","254","French Guiana","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.306","E","Estimated value"
"ET","Temperature change on land","254","French Guiana","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.792","E","Estimated value"
"ET","Temperature change on land","254","French Guiana","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.419","E","Estimated value"
"ET","Temperature change on land","258","French Polynesia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.489","E","Estimated value"
"ET","Temperature change on land","258","French Polynesia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.716","E","Estimated value"
"ET","Temperature change on land","258","French Polynesia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.687","E","Estimated value"
"ET","Temperature change on land","258","French Polynesia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.646","E","Estimated value"
"ET","Temperature change on land","258","French Polynesia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.214","E","Estimated value"
"ET","Temperature change on land","258","French Polynesia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.867","E","Estimated value"
"ET","Temperature change on land","258","French Polynesia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","0.958","E","Estimated value"
"ET","Temperature change on land","260","French Southern Territories","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.798","E","Estimated value"
"ET","Temperature change on land","260","French Southern Territories","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.658","E","Estimated value"
"ET","Temperature change on land","260","French Southern Territories","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.341","E","Estimated value"
"ET","Temperature change on land","260","French Southern Territories","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.603","E","Estimated value"
"ET","Temperature change on land","260","French Southern Territories","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.641","E","Estimated value"
"ET","Temperature change on land","260","French Southern Territories","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.286","E","Estimated value"
"ET","Temperature change on land","260","French Southern Territories","7271","Temperature change","7020","Meteorological year","2024","2024","°C","0.917","E","Estimated value"
"ET","Temperature change on land","266","Gabon","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.912","E","Estimated value"
"ET","Temperature change on land","266","Gabon","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.393","E","Estimated value"
"ET","Temperature change on land","266","Gabon","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.283","E","Estimated value"
"ET","Temperature change on land","266","Gabon","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.021","E","Estimated value"
"ET","Temperature change on land","266","Gabon","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.895","E","Estimated value"
"ET","Temperature change on land","266","Gabon","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.213","E","Estimated value"
"ET","Temperature change on land","266","Gabon","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.479","E","Estimated value"
"ET","Temperature change on land","270","Gambia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.075","E","Estimated value"
"ET","Temperature change on land","270","Gambia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.423","E","Estimated value"
"ET","Temperature change on land","270","Gambia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.853","E","Estimated value"
"ET","Temperature change on land","270","Gambia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.758","E","Estimated value"
"ET","Temperature change on land","270","Gambia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.487","E","Estimated value"
"ET","Temperature change on land","270","Gambia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.851","E","Estimated value"
"ET","Temperature change on land","270","Gambia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.966","E","Estimated value"
"ET","Temperature change on land","268","Georgia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.43","E","Estimated value"
"ET","Temperature change on land","268","Georgia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.677","E","Estimated value"
"ET","Temperature change on land","268","Georgia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.95","E","Estimated value"
"ET","Temperature change on land","268","Georgia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.695","E","Estimated value"
"ET","Temperature change on land","268","Georgia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.586","E","Estimated value"
"ET","Temperature change on land","268","Georgia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.031","E","Estimated value"
"ET","Temperature change on land","268","Georgia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.391","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.387","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.321","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.506","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.319","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.593","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.461","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3","E","Estimated value"
"ET","Temperature change on land","288","Ghana","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.982","E","Estimated value"
"ET","Temperature change on land","288","Ghana","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.227","E","Estimated value"
"ET","Temperature change on land","288","Ghana","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.187","E","Estimated value"
"ET","Temperature change on land","288","Ghana","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.403","E","Estimated value"
"ET","Temperature change on land","288","Ghana","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.894","E","Estimated value"
"ET","Temperature change on land","288","Ghana","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.272","E","Estimated value"
"ET","Temperature change on land","288","Ghana","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.627","E","Estimated value"
"ET","Temperature change on land","292","Gibraltar","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.753","E","Estimated value"
"ET","Temperature change on land","292","Gibraltar","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.282","E","Estimated value"
"ET","Temperature change on land","292","Gibraltar","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.886","E","Estimated value"
"ET","Temperature change on land","292","Gibraltar","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.42","E","Estimated value"
"ET","Temperature change on land","292","Gibraltar","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.152","E","Estimated value"
"ET","Temperature change on land","292","Gibraltar","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.523","E","Estimated value"
"ET","Temperature change on land","292","Gibraltar","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.173","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.002","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.475","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.351","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.718","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.109","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.909","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.678","E","Estimated value"
"ET","Temperature change on land","304","Greenland","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.922","E","Estimated value"
"ET","Temperature change on land","304","Greenland","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.137","E","Estimated value"
"ET","Temperature change on land","304","Greenland","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.119","E","Estimated value"
"ET","Temperature change on land","304","Greenland","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.213","E","Estimated value"
"ET","Temperature change on land","304","Greenland","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.471","E","Estimated value"
"ET","Temperature change on land","304","Greenland","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.304","E","Estimated value"
"ET","Temperature change on land","304","Greenland","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.585","E","Estimated value"
"ET","Temperature change on land","308","Grenada","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.859","E","Estimated value"
"ET","Temperature change on land","308","Grenada","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.09","E","Estimated value"
